,no battery,trivial,osc barB,osc best theta barB,trivial second,cmh,cmh trivial first,best theta hat B,best theta barB trivial first,best theta hat B trivialfirst,opt,fake opt
0,1735417903.6031158,1682708678.2283745,1705642152.29388,1682254548.758403,1688458123.9226558,1722860025.6295128,1734046185.7822757,1682254548.758403,1682254548.758403,1682254548.758403,1669345460.9499304,1680404689.687062
