,0
341,24620.33633199999
342,26072.85232800003
343,27220.47852300007
344,27939.08988499998
345,27291.891230999958
346,25880.048165000015
347,24416.649020999997
348,23456.61256000001
349,22685.432929999995
350,21957.059138000026
351,21730.496427000013
352,22037.497502000006
353,23109.230675000064
354,25016.496348000015
355,24865.199265000017
356,24141.269219
357,23063.38995199996
358,21465.831606000014
359,19483.467332
360,18031.734837000004
361,17251.749118999993
362,16972.317886000026
363,16828.781465000022
364,17432.054265999977
365,18985.05665299997
366,21129.05796600005
367,22259.280263000015
368,23004.58751199999
369,24158.85733599995
370,25395.98906799996
371,25717.45952000002
372,25700.192230999986
373,25661.030668000014
374,25422.132781000022
375,25136.294129
376,25289.317057
377,25942.862136000032
378,27611.017678000004
379,27419.862012999998
380,26603.636698000002
381,25274.31744300003
382,22613.647889999957
383,20026.985923000015
384,18201.214834
385,17151.15014199999
386,16569.971587999993
387,16479.96347899997
388,17003.89606800001
389,19120.13004900003
390,22932.63907000004
391,24771.15533200003
392,24780.195117999945
393,25326.235686000007
394,26115.309563999996
395,26362.144389000016
396,26321.341891999982
397,26518.214066
398,26240.488750000033
399,26110.490355
400,26240.41677600005
401,27081.01457300003
402,29604.529858999995
403,29715.592143999995
404,29262.61856699999
405,28051.984476000005
406,25654.450246000008
407,23579.396890999975
408,22471.20495999998
409,22175.674695000016
410,22256.377132000038
411,22839.283441000014
412,24238.781633000013
413,27492.120452999996
414,32551.223740999987
415,34197.47042899999
416,32602.70712500006
417,30917.883270000013
418,29784.85300300001
419,28298.947042999942
420,26850.29509700003
421,25821.130865999978
422,24965.292121000013
423,24424.244917000018
424,25024.427591000036
425,25749.357822999948
426,28767.846872999966
427,29037.140349000045
428,28862.98363000003
429,27836.66442899999
430,25401.054277000032
431,23246.62422099999
432,22104.23814800001
433,21496.26351799997
434,21214.03204199999
435,21292.96713800003
436,22142.73474099998
437,24568.668247000023
438,28432.215117000043
439,29526.454113999993
440,27940.434340999986
441,26715.72103500001
442,25991.466677000026
443,25227.850629
444,24674.871812000034
445,24520.00890100003
446,24406.599809999992
447,24360.51008199997
448,24791.204525000023
449,24785.645024000034
450,26885.329749000004
451,26903.616015999993
452,26244.941495999934
453,24843.085176000037
454,22626.738500999993
455,20260.40930000003
456,18837.339730999993
457,18128.977674999973
458,17784.017611000017
459,17971.78421699998
460,18761.778012000002
461,21015.867594000047
462,24813.840988000047
463,26370.04040699998
464,25730.66648200005
465,25596.242114000015
466,25913.807989999987
467,25541.749680999994
468,25558.34047900005
469,25657.150638999978
470,25633.06705899998
471,25531.717232000046
472,25374.814851000032
473,25313.133571000006
474,26720.936729999987
475,26194.741427999987
476,25374.44769799998
477,24283.851081999994
478,22676.707396000005
479,20886.647555000076
480,19330.36835000004
481,18579.439696999987
482,18081.915617999985
483,18156.963385000003
484,18569.84855399999
485,19570.710279
486,21441.430501000046
487,23385.023182999998
488,25085.541062000004
489,26186.860420000026
490,26552.670957999988
491,26039.39227000002
492,25256.820762000032
493,24201.09368599992
494,23525.016076999986
495,22993.689138000023
496,22825.308505000015
497,23702.242810000018
498,26095.092822999955
499,26274.97718999997
500,25997.321282999983
501,25240.460949000015
502,23887.328191000008
503,22260.134023
504,20866.71932800003
505,19969.212694000045
506,19481.625857000006
507,19222.834974000027
508,19287.86822900002
509,19674.319601000003
510,20491.55891899998
511,21346.84255800004
512,22316.76944099999
513,23311.557510000006
514,23515.631382999964
515,23428.053353999967
516,23339.138583999986
517,23302.372106000003
518,23288.539813000047
519,23321.105454999983
520,23624.313440000027
521,23939.628736
522,26072.017844999973
523,26135.405448999983
524,25291.85571100001
525,24079.71293799999
526,22219.956392999986
527,19874.085271000004
528,18273.230425999987
529,17484.395083999996
530,17244.701265000003
531,17490.122649000026
532,18485.753188000017
533,21105.74745800002
534,25564.692586000026
535,27057.527258999988
536,26228.479721999996
537,26056.206794000012
538,25965.859083999952
539,25504.93270299997
540,24946.798102000008
541,24589.65541799998
542,24167.92529899995
543,23880.787503999985
544,23991.72631900001
545,24478.182026000002
546,27010.955940000043
547,27386.187149000005
548,27014.774006999978
549,25931.63624600004
550,23757.71323499998
551,21613.200548000008
552,20214.22942700005
553,19594.181021999968
554,19391.295321000012
555,19581.991275000037
556,20433.23623600001
557,22870.36133099997
558,26885.99655400002
559,28072.546376000028
560,27012.529399000006
561,26578.096417000008
562,26354.490605000014
563,26073.379415000018
564,25794.39508900005
565,25483.566321000035
566,25259.679225999942
567,25399.204161999973
568,26151.724982
569,27172.59852700003
570,28499.297562999993
571,28323.009506000024
572,27488.913473000015
573,25962.356991999986
574,23563.10091
575,21067.320279999993
576,19442.27340500002
577,18656.54497500002
578,18249.009151999977
579,18316.29844399998
580,19024.357931000028
581,21355.599738000034
582,25175.84531699997
583,26930.498495
584,26728.246737
585,27049.381788000042
586,27610.32683100002
587,27644.933743
588,27442.901629
589,27142.36407000004
590,26926.111525
591,27034.039091000042
592,27497.059319999957
593,28395.474729999987
594,29960.660747
595,29684.613759000044
596,28902.198910999985
597,27283.349751000052
598,24829.973810000025
599,22216.21224100001
600,20632.51831900004
601,19857.95921600001
602,19635.82245499993
603,19841.55043600004
604,20769.984362999996
605,23337.036703999984
606,27777.002602999935
607,29198.344907999977
608,28214.652158999983
609,27569.66297900003
610,26946.55424799998
611,26203.163949999987
612,25388.536778000016
613,24963.80531700002
614,24337.122403999994
615,23998.515501000024
616,24444.264321000017
617,24420.753689999976
618,26882.17233200004
619,27520.229365000007
620,27428.176762000017
621,26497.136180999987
622,24519.86297699999
623,22423.445820000023
624,21194.032909000045
625,20896.666341000033
626,21072.75218200001
627,21664.457598000037
628,22887.01922800004
629,25879.804819000026
630,30474.33381300004
631,31814.10920999996
632,30022.39168400004
633,28353.918206000024
634,27204.478442
635,26357.63614300007
636,25192.991270000086
637,24692.427776999975
638,23977.474372999997
639,23632.668260999984
640,23393.966034000026
641,23490.674544999965
642,25365.195951000045
643,25452.901774000034
644,25038.67455300002
645,24301.36263200001
646,22918.032450999977
647,21370.187098999966
648,19893.087486999983
649,19365.536175999994
650,19199.66081999999
651,19312.19063600003
652,19792.582966
653,21025.026820999978
654,22758.350137999987
655,24358.58404599998
656,25782.519416000017
657,26533.92752000002
658,26475.521784999946
659,25715.01306199997
660,24604.42538599995
661,23551.745410000032
662,22605.45668400002
663,22135.065584999975
664,22149.649545999964
665,23099.740400999995
666,25740.478815999995
667,26432.665157000018
668,26510.633593000013
669,26170.640752999978
670,25261.813759000004
671,24208.137888999998
672,23286.368602999974
673,22868.327579999997
674,22819.42507200002
675,23066.50108200004
676,23572.997260000033
677,24676.53824300004
678,26180.013574000026
679,27486.31499999998
680,27949.487502000033
681,27021.866185000014
682,25593.070277000057
683,24132.844351000007
684,22964.777077
685,21894.074412000045
686,21014.145247999964
687,20554.331353000038
688,20630.653255000005
689,21746.512230000008
690,24924.862558000037
691,25963.07841599999
692,26031.024968000012
693,25347.431356999972
694,23630.976676999977
695,21652.711802000005
696,20491.29855800001
697,20184.453152000016
698,20141.427256000003
699,20520.158999999992
700,21819.832833000008
701,24673.71261300004
702,29008.98857300003
703,30196.266520000012
704,28746.637873000014
705,27743.356434999987
706,26905.422375999944
707,26044.455341
708,25198.252419000026
709,24727.86559
710,24214.32002099997
711,24051.595315000006
712,24540.718638000028
713,25305.808371999978
714,27192.644852999976
715,27231.494094999965
716,26441.632664000004
717,24995.487674000004
718,22603.57622300001
719,20029.281894999964
720,18449.935240999992
721,17583.109427999974
722,17272.206685999976
723,17271.19132199997
724,17899.088377
725,19914.09034900002
726,23214.246431999993
727,24695.45141599996
728,23882.09179100007
729,23991.106073000003
730,24197.487102000057
731,24185.397513000076
732,24021.106228999975
733,24160.690474000046
734,24113.064853999982
735,24068.991019000045
736,24076.332906999945
737,24315.667614000027
738,26155.095486000057
739,26401.67319200004
740,25652.12403600001
741,24230.16276700003
742,21748.822013000026
743,19208.139589000013
744,17554.994268000002
745,16610.098908
746,16165.159478000007
747,16176.941091000006
748,16729.33733700002
749,18887.950811000017
750,22775.11080099998
751,24362.039591999936
752,23954.569907999954
753,24189.18756799998
754,24640.13294800002
755,24816.945757999994
756,24969.99934700001
757,25263.346288000015
758,25547.213546000028
759,25752.196256999974
760,25837.503088000056
761,25718.333179000045
762,27228.465777000027
763,27389.67339100002
764,26516.363179000065
765,24942.19607999998
766,22404.843775000045
767,19768.416856000003
768,17914.851927000003
769,16973.924264000016
770,16585.89993500001
771,16605.115210999997
772,17287.297953999987
773,19595.72980099998
774,23703.844378999995
775,25197.22859700001
776,24778.857441999986
777,25101.37016200003
778,25475.580582000024
779,25383.075176999984
780,25140.638728000034
781,25298.57802300006
782,25170.276725999982
783,25127.18210999998
784,25483.69531800008
785,25832.46588200001
786,27191.31541300001
787,27067.183963999945
788,26418.890748000063
789,24936.37275900004
790,22543.927875999987
791,20010.32676100004
792,18250.41374200002
793,17265.23352800004
794,16748.306968999976
795,16957.128099000016
796,17462.037507999994
797,19049.251394000006
798,22452.16704200001
799,24184.995279000002
800,23849.749238999997
801,24482.33646900003
802,25213.644211000057
803,25659.49974700001
804,25760.17256200002
805,25867.914574000002
806,25700.62353999998
807,25444.948653000036
808,25316.477372000045
809,25279.796661999993
810,26546.65293800002
811,26264.500279000036
812,25682.32708200004
813,24446.464323000022
814,22909.719849000023
815,20605.151759
816,18769.617334999995
817,17660.007036999952
818,17358.23212399998
819,16945.623296999976
820,16983.062712
821,17655.950582999998
822,18871.850810999997
823,20387.62552500001
824,22113.900338000014
825,23531.462232000056
826,23971.993196999996
827,23849.02109200003
828,23176.520333
829,22506.269923
830,21862.277417999983
831,21478.141503000006
832,21555.18237599999
833,22471.17501400003
834,24708.35047700002
835,25096.620247000013
836,24868.65486500002
837,24297.11386699997
838,23174.186192
839,21746.340291000008
840,20619.790104000014
841,19971.34034799999
842,19536.349298999972
843,19510.033771000017
844,19773.966963999977
845,20713.300306000012
846,22020.419273
847,23537.904125999958
848,25418.454657999988
849,26875.105269999993
850,27413.32608400005
851,27326.210471000028
852,27064.38120499997
853,26504.746396000017
854,25950.265549000003
855,25535.90591799999
856,25401.560638999967
857,25815.54710200002
858,27625.468156999996
859,28272.12008900001
860,28166.097264000033
861,28313.61110900004
862,26745.96594800004
863,24663.015914999974
864,23199.891756000026
865,22657.413312999983
866,22516.343139000033
867,22842.329189000084
868,24032.858656999975
869,26931.956266
870,31507.785209000016
871,33011.81872099997
872,31955.93391700003
873,30972.63728200001
874,29812.86215900002
875,28449.240220999985
876,27170.209679000007
877,26206.455714000018
878,25315.029673999976
879,24837.123816999927
880,25080.926724999976
881,26400.422688999926
882,29084.793303000057
883,29519.983572999983
884,29108.430972999988
885,27718.600579999984
886,25309.046495999966
887,22698.411253000006
888,21219.285420000015
889,20501.39967899998
890,20215.37685899999
891,20343.934857999964
892,21248.058871999994
893,23949.66008
894,28313.37728199995
895,29587.840696000014
896,28345.02561099996
897,27820.299158000045
898,27214.937607000014
899,26209.716985000072
900,25115.550049999947
901,24533.76297699999
902,23980.70916900001
903,23706.672065999956
904,24076.763679000025
905,24959.480972000005
906,27243.44855400001
907,27744.317668999945
908,27678.397491999982
909,26436.390258000007
910,24274.020234999967
911,22117.459819000025
912,20632.626783000014
913,20114.297317999997
914,20085.492323000006
915,20385.137445000044
916,21601.364327000003
917,24617.63704400004
918,29126.113406999953
919,30515.24931699998
920,29715.02191000004
921,29798.530795999992
922,29530.163426000043
923,28793.563325000003
924,27962.250854999984
925,27337.393114999984
926,26693.524661000003
927,26392.917624
928,26467.355883000026
929,27509.965117000043
930,30166.385898999913
931,30858.522204000015
932,30671.665435000017
933,29474.741253000037
934,27098.743142999992
935,24859.672752000013
936,23443.144366000015
937,23037.110715999996
938,23079.792585000003
939,23522.34464200002
940,24752.644636999998
941,27821.368478000004
942,32394.893914999993
943,33560.721635999966
944,31919.52545799996
945,30692.402463000028
946,29635.079807000067
947,28235.47402700002
948,26919.210412999964
949,25962.121217000014
950,25197.884465000017
951,24902.181332999993
952,25180.840572000037
953,26413.39082
954,28863.08608599998
955,29142.20168900003
956,28763.93137700005
957,27330.476258000002
958,24955.534048000038
959,22431.916811000032
960,20754.758206000013
961,19955.280271999996
962,19676.90474399997
963,19770.836368000026
964,20560.248316000012
965,22999.783882000025
966,27087.930926000023
967,28719.24719499998
968,28292.29882399996
969,28321.39801200002
970,27955.311945000023
971,27048.341661999955
972,26085.639874999993
973,25430.00065499998
974,24635.61962299999
975,24043.702692999977
976,24355.377208000027
977,24384.260494000053
978,26675.125674000003
979,27505.68755100001
980,27625.32812400003
981,27428.092005000006
982,26532.21325699999
983,25362.973788000025
984,24355.19671599997
985,24089.331106999998
986,24202.391451000032
987,24639.210501000016
988,25596.951647000016
989,27302.61229099999
990,29771.57448399999
991,31897.57697499996
992,33252.34568600004
993,33516.47405199997
994,32397.31280999998
995,30892.68637300001
996,29118.41651699997
997,27392.913027999974
998,26069.00731300001
999,25387.198351999985
1000,25662.40480400004
1001,27513.076982
1002,31037.405529999967
1003,32513.14158599996
1004,32882.08546400004
1005,32513.900664
1006,31459.41966799998
1007,30183.69563499999
1008,29167.658082
1009,28573.937794000027
1010,28369.708963999983
1011,28600.35268400005
1012,29093.328121999948
1013,30173.305981000027
1014,31795.271825999953
1015,32978.01801299998
1016,34002.445108000014
1017,34259.29563699999
1018,33515.152178
1019,32259.618387000002
1020,31188.014921999944
1021,30570.12799400004
1022,30082.323117000014
1023,29933.100946000013
1024,30421.766891
1025,31828.013952
1026,34005.414179
1027,34621.56392600002
1028,34184.579184
1029,32934.35976700004
1030,30707.163355999975
1031,28225.215069000056
1032,26548.090966000018
1033,25732.823317999973
1034,25483.979273999998
1035,25669.048906999968
1036,26761.414683000025
1037,29385.387678999956
1038,33617.881754999944
1039,34726.19564800004
1040,33813.87815799999
1041,33509.358981000005
1042,33144.49758200004
1043,32323.36028500009
1044,31183.74353600003
1045,30046.97648299999
1046,28751.325885999984
1047,27775.95254700003
1048,27251.133786999962
1049,27595.32059699996
1050,29390.03530900008
1051,29982.520676000015
1052,29702.796417000005
1053,28567.837047999885
1054,26197.44131399999
1055,23664.54406900001
1056,21997.219277999982
1057,21218.59872899997
1058,21014.251553999973
1059,21157.757726999975
1060,22075.434627999988
1061,24784.12101800004
1062,29277.87693600003
1063,30212.751906000012
1064,28890.95820699998
1065,28014.889762999985
1066,27305.331213000005
1067,26421.724617
1068,25385.04064799996
1069,24717.511992999993
1070,24235.53660100003
1071,23996.65281900001
1072,23859.746550999975
1073,24094.639558000017
1074,25937.910482
1075,26592.09580000006
1076,26154.387508000007
1077,24911.134193000013
1078,22662.543389000006
1079,20301.983000000015
1080,18624.88884700003
1081,17753.07324900001
1082,17231.84812600002
1083,17192.721500999978
1084,17801.655077999996
1085,19974.187911999987
1086,24188.44508700003
1087,25504.971357999995
1088,25127.124485999928
1089,25331.496626999957
1090,25859.992487000003
1091,26057.818778999987
1092,25937.11426599996
1093,25943.995078000014
1094,25714.559178000025
1095,25533.36699600001
1096,25340.779299000016
1097,25114.122805999978
1098,26614.268590000014
1099,27136.15474100008
1100,26453.267524999967
1101,25009.477978999974
1102,22476.25569600003
1103,19915.213601000025
1104,18304.561251999992
1105,17517.043821999985
1106,17275.36515199999
1107,17516.157388000014
1108,18322.905874000004
1109,20816.756724
1110,25524.17657800002
1111,27011.281347000026
1112,26680.813602999995
1113,26839.891859000003
1114,26961.36271999997
1115,26619.242361999997
1116,26002.060205000045
1117,25405.63047000001
1118,24846.762806
1119,24530.99388799993
1120,24594.089499
1121,25178.70456400002
1122,27454.433485999994
1123,28143.496219000022
1124,27653.628232000054
1125,26426.562906999992
1126,23846.354953999966
1127,21332.83211099998
1128,19741.15095099998
1129,18949.438740000012
1130,18531.691129999992
1131,18630.455049999997
1132,19321.839269000033
1133,21601.10460800001
1134,25660.389860000003
1135,27136.046869000034
1136,26712.599494999988
1137,26588.82731200003
1138,26671.256416999997
1139,26240.304938000045
1140,25613.887979000036
1141,25177.525809999985
1142,24733.322009000003
1143,24383.84785199997
1144,24517.10082300005
1145,25021.14018900002
1146,26232.542589000033
1147,26256.406757999983
1148,25609.065861000003
1149,24602.869983999997
1150,22818.972634000056
1151,20899.22998999997
1152,19418.461991000004
1153,18578.876246999986
1154,18097.69536399997
1155,17864.488437
1156,18037.214298999992
1157,18800.575588
1158,20390.244327999942
1159,21783.08839499999
1160,23478.624894999994
1161,24934.411625999972
1162,25635.38314400005
1163,25581.22924799999
1164,25109.90392099999
1165,24744.58842999999
1166,24558.176416999988
1167,24640.21593900001
1168,24837.255714
1169,25399.03282300001
1170,26863.724398000013
1171,27272.84147600003
1172,26767.23942199991
1173,25895.906912000013
1174,24268.573743999965
1175,22635.829757000014
1176,21401.50331099998
1177,20677.103076999978
1178,20405.017010999974
1179,20343.65480200005
1180,20647.123870000003
1181,21439.403454999985
1182,22745.831363999998
1183,23718.66345599998
1184,24662.34719899999
1185,24947.202622000026
1186,24435.520433000005
1187,23529.538065999972
1188,22666.565615999993
1189,21678.812867999994
1190,20863.587739000024
1191,20406.46051599997
1192,20427.01859999998
1193,21152.179658
1194,23615.114225000012
1195,25091.782453000007
1196,25051.768335
1197,24616.510678000013
1198,23216.74427699996
1199,21380.596520000014
1200,20274.298172999974
1201,19801.705040000015
1202,19682.375627000045
1203,19958.521019999986
1204,20885.109255999996
1205,23151.949174999994
1206,26449.37282799994
1207,27513.304748000046
1208,27320.405529999996
1209,27218.981030999974
1210,27212.00791799998
1211,26841.279733000003
1212,26241.837807999997
1213,25625.883861000017
1214,24990.148079000013
1215,24613.045441999973
1216,24477.567571999964
1217,24665.168662999982
1218,26468.819859000017
1219,27173.13139499999
1220,26499.145128000004
1221,25299.771242999974
1222,23073.981107999985
1223,20764.17745300004
1224,19380.18820500002
1225,18853.431366999997
1226,18665.664631000014
1227,19035.21352099994
1228,20164.478839000003
1229,23050.225347000007
1230,27571.881895999984
1231,28629.418542000036
1232,27165.319656
1233,26121.828976999983
1234,25724.306831000024
1235,25302.118986000016
1236,25008.510377999948
1237,25017.374735999947
1238,24941.595235000037
1239,24952.316204000002
1240,24983.311390000017
1241,24575.11417600004
1242,26075.108819000045
1243,27024.824101000027
1244,26530.21800600001
1245,24973.13753799995
1246,22549.275033000034
1247,19985.778821000007
1248,18282.494321999984
1249,17429.118975999983
1250,17049.231342000006
1251,16982.807858000022
1252,17591.43223999998
1253,19948.56047599997
1254,23668.60716199997
1255,24697.84086500002
1256,24326.954874000017
1257,24526.276420999995
1258,25097.904929000048
1259,25410.482786999986
1260,25763.861101999937
1261,26581.823736000006
1262,27093.59691199998
1263,27479.026356000024
1264,27585.545784999966
1265,26795.71616599997
1266,27645.38462800003
1267,28221.591572999998
1268,27482.533097
1269,25879.681744999987
1270,23386.64591700003
1271,20677.133291
1272,18783.76237100001
1273,17728.61531299998
1274,17206.54110700002
1275,17122.094946000012
1276,17708.264864000004
1277,19831.82850099998
1278,23670.21637399999
1279,24818.338861000033
1280,24520.93060899996
1281,24855.990883999963
1282,25604.10398999998
1283,26119.552434000005
1284,26627.744944999977
1285,27201.69280100005
1286,27272.90526399998
1287,27211.818397999974
1288,26968.433273000024
1289,26495.57227900003
1290,27597.49017100004
1291,28200.339800999987
1292,27437.91597199996
1293,25765.727796000006
1294,23360.062640999997
1295,20714.613451999998
1296,18897.074024999973
1297,17958.038402000035
1298,17369.497440000006
1299,17176.269259000008
1300,17643.995738000027
1301,19807.197962000006
1302,23890.21141200004
1303,25299.499974
1304,25307.50486300004
1305,25491.699185999983
1306,25806.53498999997
1307,25370.815795999973
1308,24713.633240999974
1309,24243.51866599998
1310,23706.23584599999
1311,23255.756438999975
1312,23115.975759000037
1313,23186.920896000032
1314,24859.639954999977
1315,26021.694001000025
1316,25870.692076999985
1317,25269.320311000047
1318,24153.535940999995
1319,22542.95622700001
1320,21242.57386100002
1321,20651.89985700002
1322,20393.222772999972
1323,20480.55889200001
1324,21115.321957999993
1325,22425.268583000005
1326,24457.905403999976
1327,25962.73830200002
1328,26824.23619200002
1329,26713.163309000054
1330,26041.916602000012
1331,25124.190528000036
1332,23936.41835400001
1333,22863.945167000027
1334,21850.423565000026
1335,21370.994745000047
1336,21233.841352000025
1337,21647.650829000042
1338,23520.425363999973
1339,25005.59051600002
1340,25100.36419299992
1341,24782.074044000045
1342,23650.966881999986
1343,22577.191714000037
1344,21640.97656699997
1345,21103.54829899998
1346,20912.126646000004
1347,21024.250198999995
1348,21440.32461900002
1349,22352.135808000035
1350,23691.95236999999
1351,24493.875588999974
1352,24795.497052000006
1353,24206.670076999973
1354,23078.382645000005
1355,22074.91368199997
1356,21389.34339899999
1357,20756.233948000023
1358,20183.169325999996
1359,19964.24448199998
1360,20127.33773000002
1361,21000.02197300001
1362,22965.065166
1363,24297.047794000035
1364,24015.487703000006
1365,22899.823223999992
1366,20940.627047
1367,18791.024295000032
1368,17291.751189000002
1369,16451.859132999998
1370,16020.825608000012
1371,16010.488891000032
1372,16623.71578499998
1373,18912.445329999988
1374,22843.156391000033
