,actual,temperature,precipitation,air_density,cloud_cover
2012/2/20 23:00,28146.48551,13.707,0.001,1.218,0.946
2012/2/21 0:00,26757.6493,13.282,0.001,1.218,0.944
2012/2/21 1:00,26232.59712,13.057,0.001,1.218,0.939
2012/2/21 2:00,26045.67182,13.056,0.002,1.219,0.935
2012/2/21 3:00,26413.13912,13.004,0.002,1.221,0.94
2012/2/21 4:00,27543.80839,12.76,0.002,1.223,0.947
2012/2/21 5:00,30429.63273,12.425,0.002,1.226,0.954
2012/2/21 6:00,34952.00603,12.077,0,1.229,0.947
2012/2/21 7:00,36009.34417,13.43,0,1.231,0.905
2012/2/21 8:00,34546.15393,15.288,0,1.229,0.856
2012/2/21 9:00,33501.49535,18.623,0,1.215,0.614
2012/2/21 10:00,32954.61807,20.517,0,1.208,0.213
2012/2/21 11:00,32532.0645,21.568,0,1.204,0.034
2012/2/21 12:00,32237.66624,22.275,0,1.2,0.031
2012/2/21 13:00,32245.21608,22.649,0,1.197,0.064
2012/2/21 14:00,32051.46462,22.663,0,1.195,0.147
2012/2/21 15:00,32049.96256,22.311,0,1.194,0.195
2012/2/21 16:00,32043.34453,21.407,0,1.194,0.284
2012/2/21 17:00,31947.89895,18.884,0,1.197,0.564
2012/2/21 18:00,33454.96597,16.53,0,1.202,0.783
2012/2/21 19:00,34402.11317,16.109,0,1.209,0.929
2012/2/21 20:00,33782.19099,15.471,0,1.213,0.934
2012/2/21 21:00,32221.39932,14.947,0,1.214,0.932
2012/2/21 22:00,29801.02858,14.581,0,1.214,0.934
2012/2/21 23:00,27235.83045,14.27,0,1.213,0.936
2012/2/22 0:00,25511.65126,14.006,0,1.211,0.857
2012/2/22 1:00,24664.25824,13.84,0,1.21,0.478
2012/2/22 2:00,24299.06981,13.708,0,1.209,0.174
2012/2/22 3:00,24230.06925,13.717,0,1.208,0.076
2012/2/22 4:00,24835.83598,13.81,0,1.207,0.09
2012/2/22 5:00,26988.35791,13.982,0,1.206,0.188
2012/2/22 6:00,30911.79871,14.171,0,1.205,0.493
2012/2/22 7:00,31900.69132,16.552,0,1.204,0.722
2012/2/22 8:00,31543.00715,18.713,0,1.2,0.795
2012/2/22 9:00,31767.20989,20.841,0,1.192,0.853
2012/2/22 10:00,32323.87477,22.457,0,1.185,0.89
2012/2/22 11:00,32637.85649,23.676,0,1.18,0.774
2012/2/22 12:00,32941.30148,24.57,0,1.175,0.477
2012/2/22 13:00,33629.54008,25.141,0,1.171,0.255
2012/2/22 14:00,34135.84735,25.401,0,1.168,0.026
2012/2/22 15:00,34522.20098,25.215,0,1.166,0
2012/2/22 16:00,34641.02368,24.311,0,1.166,0
2012/2/22 17:00,34179.94043,21.849,0,1.169,0
2012/2/22 18:00,35008.049,19.621,0,1.174,0
2012/2/22 19:00,35571.65496,19.074,0,1.181,0.133
2012/2/22 20:00,34737.87285,18.312,0,1.187,0.75
2012/2/22 21:00,33129.00917,17.478,0,1.191,0.865
2012/2/22 22:00,30638.52589,16.895,0,1.192,0.459
2012/2/22 23:00,27925.67313,16.521,0,1.193,0.395
2012/2/23 0:00,26032.66725,16.188,0,1.193,0.242
2012/2/23 1:00,24976.38077,16.011,0,1.193,0.302
2012/2/23 2:00,24454.34038,15.955,0,1.192,0.415
2012/2/23 3:00,24369.79374,15.924,0,1.192,0.538
2012/2/23 4:00,24944.32566,16.23,0,1.191,0.778
2012/2/23 5:00,26988.14468,16.454,0,1.19,0.941
2012/2/23 6:00,30900.27985,16.438,0.006,1.191,0.939
2012/2/23 7:00,32014.61773,17.631,0.006,1.19,0.939
2012/2/23 8:00,31716.48709,19.385,0.005,1.187,0.946
2012/2/23 9:00,32043.50228,21.427,0.004,1.179,0.948
2012/2/23 10:00,32667.2284,23.236,0.002,1.173,0.941
2012/2/23 11:00,33209.17316,24.548,0.001,1.167,0.937
2012/2/23 12:00,33706.9247,25.398,0.001,1.162,0.943
2012/2/23 13:00,34282.57061,25.633,0.002,1.16,0.951
2012/2/23 14:00,34360.37373,25.163,0.003,1.16,0.96
2012/2/23 15:00,34351.68845,23.872,0.003,1.162,0.971
2012/2/23 16:00,34208.5916,22.592,0.001,1.166,0.973
2012/2/23 17:00,33780.54167,21.43,0,1.17,0.97
2012/2/23 18:00,34810.65581,20.342,0.001,1.175,0.965
2012/2/23 19:00,35414.68122,19.742,0.001,1.178,0.964
2012/2/23 20:00,34688.06404,19.335,0.002,1.18,0.958
2012/2/23 21:00,33015.01276,19.01,0.003,1.181,0.948
2012/2/23 22:00,30611.2397,18.466,0.002,1.181,0.863
2012/2/23 23:00,27963.54733,17.903,0.002,1.183,0.724
2012/2/24 0:00,26143.11362,17.525,0.002,1.186,0.645
2012/2/24 1:00,25188.77088,17.209,0.002,1.191,0.844
2012/2/24 2:00,24605.04737,16.209,0.002,1.2,0.944
2012/2/24 3:00,24424.23184,14.709,0.006,1.211,0.956
2012/2/24 4:00,24894.05678,13.433,0.004,1.219,0.962
2012/2/24 5:00,27059.39724,12.598,0.001,1.226,0.966
2012/2/24 6:00,31362.22372,11.913,0.001,1.232,0.967
2012/2/24 7:00,32779.96321,11.591,0,1.237,0.967
2012/2/24 8:00,32788.92672,11.903,0,1.239,0.958
2012/2/24 9:00,32968.06741,12.641,0,1.239,0.957
2012/2/24 10:00,33038.6857,13.641,0,1.238,0.959
2012/2/24 11:00,32599.34918,14.649,0,1.235,0.963
2012/2/24 12:00,31926.67882,15.223,0,1.232,0.968
2012/2/24 13:00,31474.4807,15.402,0,1.23,0.971
2012/2/24 14:00,30934.76832,15.379,0,1.23,0.968
2012/2/24 15:00,30483.21471,15.123,0,1.23,0.962
2012/2/24 16:00,30347.7702,14.478,0,1.231,0.956
2012/2/24 17:00,30661.40177,13.046,0,1.234,0.947
2012/2/24 18:00,32338.20824,11.447,0,1.238,0.942
2012/2/24 19:00,33500.21879,10.693,0,1.243,0.941
2012/2/24 20:00,33349.19896,9.992,0,1.246,0.933
2012/2/24 21:00,32745.82698,9.473,0,1.249,0.881
2012/2/24 22:00,31536.70683,8.756,0,1.253,0.775
2012/2/24 23:00,29926.29492,7.502,0,1.257,0.608
2012/2/25 0:00,28720.71747,6.599,0,1.261,0.444
2012/2/25 1:00,28130.63724,6.317,0,1.263,0.55
2012/2/25 2:00,27873.01968,6.693,0,1.266,0.831
2012/2/25 3:00,27959.28758,6.824,0,1.268,0.852
2012/2/25 4:00,28594.97587,6.703,0.001,1.269,0.862
2012/2/25 5:00,29903.88656,6.77,0.001,1.268,0.846
2012/2/25 6:00,31840.88586,6.932,0.003,1.268,0.887
2012/2/25 7:00,33344.39537,7.524,0.002,1.269,0.886
2012/2/25 8:00,34178.93766,8.694,0.003,1.268,0.823
2012/2/25 9:00,34090.57093,10.347,0.006,1.263,0.769
2012/2/25 10:00,33375.83529,11.998,0.014,1.257,0.843
2012/2/25 11:00,32339.25054,13.269,0.028,1.251,0.869
2012/2/25 12:00,31133.66942,13.545,0.048,1.247,0.959
2012/2/25 13:00,30061.67588,13.55,0.065,1.246,0.958
2012/2/25 14:00,29090.25037,13.655,0.067,1.244,0.958
2012/2/25 15:00,28567.69297,13.568,0.048,1.244,0.949
2012/2/25 16:00,28429.62089,13.01,0.018,1.245,0.924
2012/2/25 17:00,28842.65332,11.27,0,1.247,0.654
2012/2/25 18:00,30716.33769,8.846,0,1.249,0.169
2012/2/25 19:00,32213.368,7.816,0,1.252,0.023
2012/2/25 20:00,32297.6196,7.304,0,1.255,0.006
2012/2/25 21:00,31978.86551,6.945,0,1.256,0
2012/2/25 22:00,31074.53613,6.71,0,1.256,0
2012/2/25 23:00,29875.73249,6.522,0,1.255,0
2012/2/26 0:00,28934.99217,6.577,0,1.255,0.032
2012/2/26 1:00,28400.28588,6.986,0,1.254,0.124
2012/2/26 2:00,28207.62464,7.529,0,1.254,0.239
2012/2/26 3:00,28319.70022,7.834,0,1.253,0.311
2012/2/26 4:00,28737.26801,7.769,0,1.253,0.349
2012/2/26 5:00,29679.40442,7.302,0,1.253,0.318
2012/2/26 6:00,30987.79162,6.856,0,1.254,0.271
2012/2/26 7:00,31788.09675,9.009,0,1.254,0.183
2012/2/26 8:00,32089.72339,11.751,0,1.248,0.095
2012/2/26 9:00,31502.57079,14.557,0,1.237,0.125
2012/2/26 10:00,30426.20446,16.338,0,1.23,0.223
2012/2/26 11:00,29424.41883,17.603,0,1.225,0.445
2012/2/26 12:00,28738.77135,18.185,0,1.22,0.533
2012/2/26 13:00,28108.14124,18.408,0,1.217,0.572
2012/2/26 14:00,27659.75727,18.406,0,1.215,0.638
2012/2/26 15:00,27444.91015,18.085,0,1.214,0.663
2012/2/26 16:00,27608.0048,17.495,0,1.214,0.55
2012/2/26 17:00,28479.52396,16.084,0,1.216,0.43
2012/2/26 18:00,30444.69115,14.392,0,1.219,0.322
2012/2/26 19:00,31769.61651,13.739,0,1.223,0.27
2012/2/26 20:00,31316.21401,13.173,0,1.226,0.35
2012/2/26 21:00,30199.90196,12.812,0,1.228,0.337
2012/2/26 22:00,28248.90139,12.359,0,1.228,0.224
2012/2/26 23:00,26088.90536,12.021,0.001,1.228,0.131
2012/2/27 0:00,24489.99753,11.873,0.001,1.227,0.112
2012/2/27 1:00,23646.60795,11.966,0.002,1.226,0.133
2012/2/27 2:00,23222.85966,11.99,0.003,1.226,0.197
2012/2/27 3:00,23260.16586,12.111,0.004,1.226,0.302
2012/2/27 4:00,24000.539,12.361,0.004,1.227,0.511
2012/2/27 5:00,26293.57424,12.558,0.004,1.229,0.639
2012/2/27 6:00,30222.46618,12.867,0.01,1.231,0.742
2012/2/27 7:00,31462.45134,13.802,0.009,1.233,0.841
2012/2/27 8:00,31231.68848,14.768,0.008,1.231,0.848
2012/2/27 9:00,31473.47714,16.435,0.009,1.226,0.693
2012/2/27 10:00,31851.31125,18.017,0.012,1.219,0.634
2012/2/27 11:00,31800.32615,19.078,0.015,1.215,0.632
2012/2/27 12:00,31545.77875,19.672,0.016,1.212,0.59
2012/2/27 13:00,31427.14476,19.978,0.018,1.209,0.489
2012/2/27 14:00,31235.67864,20.056,0.02,1.208,0.475
2012/2/27 15:00,31071.58701,19.843,0.021,1.207,0.488
2012/2/27 16:00,31120.24753,19.282,0.022,1.208,0.471
2012/2/27 17:00,31469.65619,18.142,0.022,1.21,0.522
2012/2/27 18:00,33001.29127,16.86,0.023,1.213,0.703
2012/2/27 19:00,33838.16244,16.467,0.019,1.216,0.834
2012/2/27 20:00,33158.83478,16.145,0.014,1.217,0.835
2012/2/27 21:00,31614.0271,15.886,0.009,1.219,0.82
2012/2/27 22:00,29203.313,15.677,0.006,1.221,0.831
2012/2/27 23:00,26611.2515,15.564,0.005,1.221,0.801
2012/2/28 0:00,24800.19108,15.45,0.005,1.22,0.714
2012/2/28 1:00,23813.88778,15.379,0.005,1.219,0.498
2012/2/28 2:00,23373.35593,15.303,0.006,1.218,0.351
2012/2/28 3:00,23313.77526,15.386,0.008,1.217,0.318
2012/2/28 4:00,23861.43209,15.428,0.011,1.217,0.302
2012/2/28 5:00,25985.93777,15.551,0.013,1.216,0.287
2012/2/28 6:00,29693.34636,15.737,0.001,1.215,0.279
2012/2/28 7:00,30934.20215,17.23,0.001,1.213,0.283
2012/2/28 8:00,30848.24198,19.242,0.001,1.207,0.304
2012/2/28 9:00,31317.81343,21.916,0,1.196,0.388
2012/2/28 10:00,31939.29334,23.699,0,1.189,0.407
2012/2/28 11:00,32269.56032,24.638,0,1.184,0.424
2012/2/28 12:00,32451.55463,25.07,0,1.181,0.485
2012/2/28 13:00,32792.38352,25.123,0.001,1.18,0.506
2012/2/28 14:00,32753.37194,24.844,0.001,1.179,0.586
2012/2/28 15:00,32762.20753,24.278,0.001,1.179,0.817
2012/2/28 16:00,32848.3295,23.294,0,1.181,0.959
2012/2/28 17:00,32916.56926,22.013,0,1.185,0.972
2012/2/28 18:00,34302.50019,20.773,0,1.189,0.97
2012/2/28 19:00,35227.63065,20.259,0,1.192,0.966
2012/2/28 20:00,34589.8604,20.011,0,1.194,0.957
2012/2/28 21:00,32967.99044,19.868,0,1.194,0.955
2012/2/28 22:00,30397.36384,19.689,0,1.195,0.954
2012/2/28 23:00,27633.74992,19.608,0,1.195,0.953
2012/2/29 0:00,25716.67893,19.655,0,1.194,0.957
2012/2/29 1:00,24607.3444,19.644,0,1.194,0.881
2012/2/29 2:00,23958.62125,19.656,0,1.194,0.906
2012/2/29 3:00,23788.16869,19.73,0,1.193,0.957
2012/2/29 4:00,24237.98791,19.709,0,1.192,0.955
2012/2/29 5:00,26171.22364,19.308,0,1.193,0.94
2012/2/29 6:00,29955.14442,18.867,0.001,1.194,0.843
2012/2/29 7:00,31081.91744,20.033,0.001,1.194,0.614
2012/2/29 8:00,31142.1593,21.759,0.001,1.19,0.437
2012/2/29 9:00,31858.54872,23.548,0.001,1.185,0.284
2012/2/29 10:00,32669.06595,24.804,0.001,1.181,0.202
2012/2/29 11:00,33145.45562,25.64,0.001,1.177,0.156
2012/2/29 12:00,33495.3116,26.009,0.002,1.175,0.195
2012/2/29 13:00,34073.46951,26.039,0.002,1.174,0.249
2012/2/29 14:00,34472.6225,25.778,0.002,1.173,0.351
2012/2/29 15:00,34724.21724,25.09,0.001,1.173,0.471
2012/2/29 16:00,34722.66055,24.131,0,1.175,0.459
2012/2/29 17:00,34244.83396,22.636,0,1.178,0.36
2012/2/29 18:00,34886.75913,20.969,0,1.183,0.343
2012/2/29 19:00,35557.23926,20.334,0,1.187,0.333
2012/2/29 20:00,34824.41493,19.736,0,1.191,0.35
2012/2/29 21:00,33263.89175,19.246,0,1.193,0.617
2012/2/29 22:00,30614.21336,18.976,0,1.193,0.859
2012/2/29 23:00,27832.76054,18.621,0,1.193,0.892
2012/3/1 0:00,25859.1113,18.328,0,1.193,0.856
2012/3/1 1:00,24829.26455,18.175,0,1.193,0.841
2012/3/1 2:00,24332.9592,17.927,0,1.193,0.752
2012/3/1 3:00,24338.62406,17.597,0,1.193,0.562
2012/3/1 4:00,24958.46886,17.125,0,1.193,0.144
2012/3/1 5:00,27143.22106,16.871,0,1.193,0.011
2012/3/1 6:00,31080.21045,16.809,0,1.194,0.046
2012/3/1 7:00,32267.66213,19.401,0,1.193,0.06
2012/3/1 8:00,31961.68478,21.76,0,1.188,0.059
2012/3/1 9:00,32066.80743,23.688,0,1.181,0.066
2012/3/1 10:00,32580.43457,24.872,0,1.177,0.213
2012/3/1 11:00,33066.59315,25.615,0,1.174,0.314
2012/3/1 12:00,33488.46915,25.889,0.001,1.171,0.342
2012/3/1 13:00,34147.74527,25.773,0.001,1.17,0.366
2012/3/1 14:00,34588.90262,25.289,0.001,1.17,0.409
2012/3/1 15:00,34714.07985,24.509,0,1.171,0.42
2012/3/1 16:00,34747.83203,23.445,0,1.173,0.226
2012/3/1 17:00,34322.44913,21.925,0,1.177,0.081
2012/3/1 18:00,35033.3473,20.294,0.004,1.182,0.027
2012/3/1 19:00,36093.19971,19.669,0.004,1.184,0.022
2012/3/1 20:00,35403.22589,19.438,0.004,1.185,0.127
2012/3/1 21:00,33956.44523,19.37,0.004,1.185,0.587
2012/3/1 22:00,31455.69727,19.52,0.003,1.185,0.902
2012/3/1 23:00,28718.19814,19.745,0.003,1.184,0.943
2012/3/2 0:00,26735.2443,19.856,0.003,1.183,0.923
2012/3/2 1:00,25583.27709,19.849,0.003,1.182,0.872
2012/3/2 2:00,24849.55544,19.662,0.003,1.182,0.831
2012/3/2 3:00,24614.22504,19.324,0.004,1.182,0.73
2012/3/2 4:00,24918.51578,18.778,0.004,1.182,0.34
2012/3/2 5:00,26638.18196,18.099,0.004,1.183,0.124
2012/3/2 6:00,30177.06044,17.787,0.03,1.184,0.108
2012/3/2 7:00,31230.48944,19.868,0.031,1.185,0.039
2012/3/2 8:00,31598.39109,21.724,0.032,1.181,0.007
2012/3/2 9:00,32591.49922,23.411,0.033,1.176,0.002
2012/3/2 10:00,33449.99641,24.782,0.077,1.171,0.024
2012/3/2 11:00,34180.85861,25.748,0.177,1.167,0.079
2012/3/2 12:00,34495.43599,26.212,0.263,1.164,0.167
2012/3/2 13:00,34989.84874,26.226,0.233,1.162,0.453
2012/3/2 14:00,35211.12765,25.727,0.114,1.162,0.817
2012/3/2 15:00,35275.44608,25.07,0.05,1.162,0.934
2012/3/2 16:00,34878.22409,24.187,0.033,1.165,0.951
2012/3/2 17:00,34190.25823,22.757,0.029,1.169,0.865
2012/3/2 18:00,34271.23862,21.053,0.038,1.174,0.921
2012/3/2 19:00,34605.55649,20.27,0.053,1.179,0.926
2012/3/2 20:00,33665.36817,19.573,0.066,1.183,0.588
2012/3/2 21:00,32275.25735,18.758,0.069,1.188,0.402
2012/3/2 22:00,30388.84624,17.892,0.091,1.193,0.658
2012/3/2 23:00,28099.7141,16.972,0.111,1.197,0.526
2012/3/3 0:00,26226.65021,16.205,0.11,1.2,0.239
2012/3/3 1:00,25029.71695,15.499,0.069,1.204,0.239
2012/3/3 2:00,24305.9326,14.893,0.074,1.207,0.356
2012/3/3 3:00,24113.82551,14.263,0.132,1.212,0.45
2012/3/3 4:00,24324.83242,13.51,0.233,1.218,0.499
2012/3/3 5:00,25143.65212,12.788,0.35,1.223,0.51
2012/3/3 6:00,26578.52513,12.259,0.122,1.227,0.465
2012/3/3 7:00,27774.92066,12.379,0.073,1.229,0.331
2012/3/3 8:00,29150.95234,13.543,0.054,1.227,0.191
2012/3/3 9:00,29916.4771,15.154,0.024,1.223,0.09
2012/3/3 10:00,30015.88593,16.481,0.018,1.22,0.03
2012/3/3 11:00,29712.39765,17.474,0.015,1.217,0
2012/3/3 12:00,29189.89536,18.071,0.003,1.215,0
2012/3/3 13:00,28661.3369,18.266,0,1.214,0
2012/3/3 14:00,28249.22914,18.01,0,1.214,0
2012/3/3 15:00,28083.14372,17.395,0,1.215,0
2012/3/3 16:00,28066.47224,16.415,0,1.218,0
2012/3/3 17:00,28274.67767,14.512,0,1.222,0
2012/3/3 18:00,29506.70648,11.514,0,1.228,0
2012/3/3 19:00,30866.94169,10.444,0,1.232,0
2012/3/3 20:00,30634.70713,9.746,0,1.234,0
2012/3/3 21:00,30032.95437,9.187,0,1.237,0.004
2012/3/3 22:00,29021.67784,8.683,0,1.239,0.003
2012/3/3 23:00,27800.82494,8.208,0,1.242,0.002
2012/3/4 0:00,26787.08138,7.707,0,1.245,0
2012/3/4 1:00,26200.00139,7.198,0.001,1.247,0
2012/3/4 2:00,25944.32996,6.827,0.001,1.249,0
2012/3/4 3:00,26038.26004,6.822,0.001,1.251,0
2012/3/4 4:00,26381.36706,7.073,0,1.252,0
2012/3/4 5:00,27348.79674,7.117,0,1.253,0
2012/3/4 6:00,28745.05532,6.782,0,1.254,0
2012/3/4 7:00,29666.63142,8.878,0,1.255,0
2012/3/4 8:00,30284.27022,11.544,0,1.251,0
2012/3/4 9:00,29932.68751,14.899,0,1.238,0
2012/3/4 10:00,29106.12744,17.928,0,1.227,0
2012/3/4 11:00,28392.14833,19.258,0,1.222,0
2012/3/4 12:00,28031.89094,20.119,0,1.217,0
2012/3/4 13:00,27803.2221,20.591,0,1.214,0
2012/3/4 14:00,27696.33925,20.691,0,1.211,0
2012/3/4 15:00,27764.03179,20.462,0,1.21,0
2012/3/4 16:00,28022.1966,19.784,0,1.209,0
2012/3/4 17:00,28479.32301,17.05,0,1.211,0
2012/3/4 18:00,29754.52052,13.635,0,1.214,0
2012/3/4 19:00,31485.1756,12.546,0,1.22,0
2012/3/4 20:00,30997.97784,11.949,0,1.225,0
2012/3/4 21:00,29783.91103,11.378,0,1.231,0
2012/3/4 22:00,27828.07964,10.843,0,1.235,0
2012/3/4 23:00,25571.52782,10.294,0,1.238,0
2012/3/5 0:00,24147.79765,9.777,0,1.24,0.001
2012/3/5 1:00,23554.55191,9.326,0.096,1.241,0.036
2012/3/5 2:00,23444.64013,8.911,0.096,1.241,0.07
2012/3/5 3:00,23757.51615,8.567,0.096,1.242,0.003
2012/3/5 4:00,24835.4635,8.321,0,1.244,0
2012/3/5 5:00,27631.45633,8.322,0,1.245,0.002
2012/3/5 6:00,32141.63485,8.533,0,1.248,0.006
2012/3/5 7:00,33076.66384,11.082,0,1.249,0.008
2012/3/5 8:00,32063.58202,13.434,0,1.245,0
2012/3/5 9:00,31560.83259,17.331,0,1.23,0
2012/3/5 10:00,31458.05091,20.225,0,1.219,0
2012/3/5 11:00,31524.99606,21.626,0,1.214,0
2012/3/5 12:00,31712.27921,22.477,0,1.209,0
2012/3/5 13:00,32045.90859,22.791,0,1.207,0
2012/3/5 14:00,32143.13888,22.594,0,1.206,0
2012/3/5 15:00,32165.60794,21.985,0,1.206,0
2012/3/5 16:00,32158.89739,20.618,0,1.208,0
2012/3/5 17:00,31866.56181,17.796,0,1.213,0
2012/3/5 18:00,32611.77524,14.761,0,1.218,0
2012/3/5 19:00,33874.86003,13.935,0,1.223,0
2012/3/5 20:00,33118.29256,13.242,0,1.226,0
2012/3/5 21:00,31561.58197,12.77,0,1.228,0
2012/3/5 22:00,28996.92526,12.462,0,1.229,0.005
2012/3/5 23:00,26406.6849,12.258,0,1.229,0.06
2012/3/6 0:00,24632.96688,12.084,0,1.229,0.048
2012/3/6 1:00,23699.35773,11.984,0,1.228,0.231
2012/3/6 2:00,23302.99423,12.142,0,1.227,0.494
2012/3/6 3:00,23268.6464,12.251,0,1.227,0.667
2012/3/6 4:00,23978.97103,12.25,0,1.226,0.424
2012/3/6 5:00,26205.93555,12.089,0,1.225,0.192
2012/3/6 6:00,30126.14929,12.295,0,1.225,0.3
2012/3/6 7:00,30995.47104,15.491,0,1.224,0.282
2012/3/6 8:00,30782.56325,18.209,0,1.217,0.388
2012/3/6 9:00,31130.1101,20.148,0,1.211,0.752
2012/3/6 10:00,31440.01331,21.168,0,1.208,0.821
2012/3/6 11:00,31670.71102,21.903,0,1.205,0.77
2012/3/6 12:00,31724.65916,21.92,0,1.203,0.747
2012/3/6 13:00,31950.96151,21.96,0,1.201,0.408
2012/3/6 14:00,31927.58853,21.877,0,1.2,0.441
2012/3/6 15:00,31821.08127,21.27,0.001,1.2,0.855
2012/3/6 16:00,31723.62665,20.078,0.002,1.202,0.967
2012/3/6 17:00,31689.3913,18.972,0.003,1.204,0.953
2012/3/6 18:00,32878.29138,17.963,0.008,1.207,0.962
2012/3/6 19:00,33990.75042,17.527,0.01,1.209,0.964
2012/3/6 20:00,33477.83798,17.236,0.011,1.21,0.895
2012/3/6 21:00,31924.33532,16.772,0.009,1.211,0.664
2012/3/6 22:00,29386.15504,16.258,0.006,1.211,0.693
2012/3/6 23:00,26790.69639,16.082,0.003,1.211,0.793
2012/3/7 0:00,25086.34775,16.148,0.001,1.21,0.794
2012/3/7 1:00,24162.27274,16.658,0,1.209,0.918
2012/3/7 2:00,23624.63672,17.23,0.004,1.208,0.966
2012/3/7 3:00,23502.34883,17.465,0.001,1.207,0.952
2012/3/7 4:00,23945.0125,17.622,0.005,1.206,0.908
2012/3/7 5:00,25935.87004,17.734,0.007,1.206,0.859
2012/3/7 6:00,29611.4009,17.804,0.014,1.206,0.803
2012/3/7 7:00,30699.36739,18.553,0.015,1.205,0.667
2012/3/7 8:00,30855.11039,20.013,0.011,1.202,0.421
2012/3/7 9:00,31516.47588,21.621,0.013,1.197,0.225
2012/3/7 10:00,32264.76041,22.852,0.017,1.193,0.266
2012/3/7 11:00,32700.83563,23.64,0.025,1.19,0.494
2012/3/7 12:00,32907.53105,23.896,0.038,1.187,0.798
2012/3/7 13:00,33110.43879,23.812,0.042,1.186,0.949
2012/3/7 14:00,33081.50664,23.441,0.049,1.185,0.915
2012/3/7 15:00,32982.78637,22.883,0.052,1.185,0.78
2012/3/7 16:00,33058.50693,22.074,0.041,1.187,0.875
2012/3/7 17:00,33184.27449,21.026,0.045,1.19,0.814
2012/3/7 18:00,34162.12677,20.183,0.056,1.193,0.665
2012/3/7 19:00,34949.0621,19.994,0.072,1.194,0.509
2012/3/7 20:00,34584.67006,20.039,0.074,1.194,0.415
2012/3/7 21:00,33257.94433,20.143,0.073,1.194,0.392
2012/3/7 22:00,30791.13917,20.184,0.071,1.193,0.437
2012/3/7 23:00,28185.25115,20.122,0.065,1.193,0.487
2012/3/8 0:00,26290.11168,20.045,0.054,1.193,0.41
2012/3/8 1:00,25217.56522,20.005,0.042,1.193,0.3
2012/3/8 2:00,24564.83445,19.905,0.037,1.192,0.201
2012/3/8 3:00,24315.51184,19.804,0.041,1.192,0.191
2012/3/8 4:00,24646.7832,19.743,0.043,1.192,0.211
2012/3/8 5:00,26619.7866,19.677,0.044,1.193,0.214
2012/3/8 6:00,30369.83996,19.639,0.05,1.193,0.227
2012/3/8 7:00,31839.61692,20.472,0.051,1.193,0.244
2012/3/8 8:00,32203.16991,21.936,0.06,1.189,0.211
2012/3/8 9:00,33013.71713,23.549,0.085,1.184,0.06
2012/3/8 10:00,33926.55961,24.745,0.162,1.18,0.079
2012/3/8 11:00,34419.44038,25.462,0.254,1.178,0.255
2012/3/8 12:00,34594.58768,25.564,0.338,1.176,0.47
2012/3/8 13:00,34906.6584,25.429,0.273,1.175,0.443
2012/3/8 14:00,34927.6424,25.129,0.253,1.174,0.432
2012/3/8 15:00,35138.18424,24.652,0.19,1.175,0.531
2012/3/8 16:00,35391.22629,23.782,0.164,1.178,0.654
2012/3/8 17:00,35582.53059,22.649,0.118,1.181,0.635
2012/3/8 18:00,36449.05453,21.477,0.097,1.186,0.526
2012/3/8 19:00,37017.54741,20.969,0.119,1.189,0.439
2012/3/8 20:00,36552.88951,20.649,0.143,1.191,0.492
2012/3/8 21:00,35131.43432,20.448,0.185,1.192,0.686
2012/3/8 22:00,32622.26875,19.958,0.254,1.195,0.832
2012/3/8 23:00,29920.38131,18.838,0.335,1.202,0.904
2012/3/9 0:00,28198.33627,17.047,0.422,1.212,0.878
2012/3/9 1:00,27234.61607,15.242,0.473,1.222,0.721
2012/3/9 2:00,26770.96385,13.941,0.548,1.228,0.561
2012/3/9 3:00,26819.70124,13.188,0.545,1.232,0.56
2012/3/9 4:00,27654.08738,12.853,0.511,1.235,0.765
2012/3/9 5:00,30091.97059,12.639,0.395,1.236,0.87
2012/3/9 6:00,34181.3996,12.465,1.522,1.238,0.932
2012/3/9 7:00,35654.56535,12.602,1.343,1.24,0.908
2012/3/9 8:00,35808.4435,13.151,1.459,1.239,0.878
2012/3/9 9:00,36351.2675,13.612,1.931,1.239,0.869
2012/3/9 10:00,36737.3781,14.109,2.318,1.238,0.864
2012/3/9 11:00,36798.21967,14.694,2.605,1.236,0.832
2012/3/9 12:00,36650.76122,15.05,2.771,1.234,0.876
2012/3/9 13:00,36484.59105,14.79,2.008,1.235,0.91
2012/3/9 14:00,35902.78364,14.371,1.25,1.236,0.912
2012/3/9 15:00,35609.47399,14.149,1.302,1.237,0.965
2012/3/9 16:00,36033.704,13.994,2.35,1.236,0.97
2012/3/9 17:00,36412.35624,13.403,2.482,1.238,0.964
2012/3/9 18:00,37397.57221,12.574,1.645,1.241,0.961
2012/3/9 19:00,37691.55709,12.212,0.732,1.243,0.963
2012/3/9 20:00,36892.26085,11.948,0.281,1.245,0.963
2012/3/9 21:00,35573.57141,11.709,0.079,1.246,0.942
2012/3/9 22:00,33613.87423,11.439,0.023,1.247,0.76
2012/3/9 23:00,31513.93932,11.2,0.015,1.248,0.694
2012/3/10 0:00,29894.74051,11.03,0.026,1.248,0.827
2012/3/10 1:00,28892.83515,10.966,0.064,1.248,0.925
2012/3/10 2:00,28379.76143,10.94,0.149,1.247,0.972
2012/3/10 3:00,28165.47598,10.97,0.339,1.246,0.975
2012/3/10 4:00,28297.11532,11.131,0.55,1.245,0.979
2012/3/10 5:00,29106.26785,11.328,0.615,1.244,0.981
