,actual,temperature,precipitation,air_density,cloud_cover
2012/7/21 11:00,50465.67887,30.696,0.085,1.157,0.757
2012/7/21 12:00,53952.88899,31.472,0.11,1.154,0.81
2012/7/21 13:00,56872.78746,31.695,0.094,1.151,0.821
2012/7/21 14:00,59165.38282,31.937,0.085,1.149,0.806
2012/7/21 15:00,60783.82972,32.125,0.056,1.146,0.844
2012/7/21 16:00,61543.29872,31.967,0.032,1.146,0.82
2012/7/21 17:00,61191.7635,31.575,0.019,1.146,0.655
2012/7/21 18:00,59556.53325,30.743,0.007,1.147,0.542
2012/7/21 19:00,56975.03639,28.649,0.002,1.15,0.612
2012/7/21 20:00,54688.12571,26.718,0.001,1.154,0.709
2012/7/21 21:00,52801.9892,26.136,0,1.159,0.684
2012/7/21 22:00,49292.44635,25.617,0,1.163,0.675
2012/7/21 23:00,45610.60027,25.123,0,1.166,0.619
2012/7/22 0:00,42267.27569,24.704,0,1.167,0.497
2012/7/22 1:00,39469.53193,24.321,0,1.168,0.373
2012/7/22 2:00,37354.76926,23.951,0,1.169,0.282
2012/7/22 3:00,35827.54028,23.663,0,1.17,0.259
2012/7/22 4:00,34827.55607,23.538,0,1.17,0.242
2012/7/22 5:00,34410.77573,23.688,0.001,1.171,0.349
2012/7/22 6:00,34195.50701,23.749,0.002,1.173,0.472
2012/7/22 7:00,34367.5451,25.055,0.004,1.174,0.449
2012/7/22 8:00,36612.78163,26.502,0.015,1.171,0.344
2012/7/22 9:00,39884.43514,27.861,0.027,1.167,0.393
2012/7/22 10:00,43280.00463,28.966,0.027,1.164,0.436
2012/7/22 11:00,46740.31577,29.919,0.033,1.161,0.416
2012/7/22 12:00,49961.18446,30.666,0.031,1.158,0.385
2012/7/22 13:00,52684.05455,31.234,0.041,1.156,0.416
2012/7/22 14:00,55157.13003,31.555,0.059,1.154,0.461
2012/7/22 15:00,56798.46617,31.565,0.079,1.152,0.54
2012/7/22 16:00,57736.19321,31.341,0.063,1.152,0.675
2012/7/22 17:00,57771.15133,31.137,0.05,1.151,0.695
2012/7/22 18:00,56672.88551,30.399,0.016,1.152,0.694
2012/7/22 19:00,54680.14231,28.684,0.01,1.154,0.647
2012/7/22 20:00,52976.61999,26.96,0.005,1.157,0.53
2012/7/22 21:00,51668.35618,26.451,0.004,1.16,0.356
2012/7/22 22:00,48216.35117,26.112,0.003,1.162,0.313
2012/7/22 23:00,44298.18726,25.799,0.003,1.164,0.3
2012/7/23 0:00,40820.17641,25.499,0.004,1.166,0.38
2012/7/23 1:00,38376.97746,25.188,0.008,1.167,0.451
2012/7/23 2:00,36656.48084,24.907,0.016,1.167,0.517
2012/7/23 3:00,35710.17847,24.64,0.033,1.168,0.591
2012/7/23 4:00,35528.07177,24.438,0.059,1.169,0.679
2012/7/23 5:00,36452.85114,24.476,0.067,1.169,0.849
2012/7/23 6:00,37960.76605,24.797,0.058,1.17,0.906
2012/7/23 7:00,38840.65214,26.186,0.054,1.17,0.927
2012/7/23 8:00,41281.61526,28.097,0.137,1.167,0.934
2012/7/23 9:00,44534.21162,28.933,0.157,1.164,0.941
2012/7/23 10:00,48108.90296,29.39,0.461,1.163,0.928
2012/7/23 11:00,51182.45281,29.864,0.54,1.162,0.889
2012/7/23 12:00,53471.09666,30.266,0.552,1.161,0.868
2012/7/23 13:00,55364.08109,30.561,0.489,1.159,0.847
2012/7/23 14:00,56999.33286,30.692,0.381,1.158,0.862
2012/7/23 15:00,58255.19692,30.616,0.366,1.157,0.869
2012/7/23 16:00,58776.32606,30.297,0.201,1.157,0.862
2012/7/23 17:00,58159.9498,29.66,0.116,1.158,0.862
2012/7/23 18:00,56559.31052,28.755,0.055,1.16,0.875
2012/7/23 19:00,54259.9138,27.492,0.029,1.162,0.908
2012/7/23 20:00,52392.46941,26.227,0.014,1.165,0.924
2012/7/23 21:00,50951.25295,25.839,0.01,1.167,0.901
2012/7/23 22:00,47313.93139,25.545,0.01,1.168,0.866
2012/7/23 23:00,43221.56169,25.308,0.013,1.168,0.822
2012/7/24 0:00,39763.49849,25.117,0.019,1.168,0.768
2012/7/24 1:00,37473.36589,24.963,0.03,1.168,0.667
2012/7/24 2:00,35942.6494,24.829,0.043,1.168,0.533
2012/7/24 3:00,34973.50356,24.708,0.059,1.168,0.487
2012/7/24 4:00,34870.19218,24.62,0.077,1.168,0.49
2012/7/24 5:00,35915.32545,24.55,0.094,1.169,0.499
2012/7/24 6:00,37551.07018,24.594,0.103,1.169,0.507
2012/7/24 7:00,38583.62009,26.148,0.054,1.169,0.503
2012/7/24 8:00,41153.56817,27.623,0.067,1.167,0.528
2012/7/24 9:00,44522.62645,28.795,0.084,1.163,0.556
2012/7/24 10:00,48068.5071,29.617,0.12,1.161,0.568
2012/7/24 11:00,51345.36609,30.274,0.128,1.159,0.58
2012/7/24 12:00,53888.32553,30.741,0.155,1.157,0.578
2012/7/24 13:00,56255.71495,31.093,0.145,1.155,0.565
2012/7/24 14:00,58257.57012,31.247,0.133,1.153,0.55
2012/7/24 15:00,59759.61696,31.241,0.092,1.152,0.556
2012/7/24 16:00,60427.2797,31.02,0.057,1.151,0.554
2012/7/24 17:00,60080.69459,30.572,0.033,1.151,0.537
2012/7/24 18:00,58685.64124,29.809,0.022,1.152,0.485
2012/7/24 19:00,56549.59173,28.414,0.01,1.154,0.47
2012/7/24 20:00,54612.68229,27.002,0.003,1.156,0.475
2012/7/24 21:00,53107.46804,26.632,0.002,1.159,0.493
2012/7/24 22:00,49535.9041,26.319,0.003,1.161,0.515
2012/7/24 23:00,45461.05448,26.066,0.005,1.163,0.576
2012/7/25 0:00,41966.17963,25.877,0.011,1.163,0.632
2012/7/25 1:00,39515.457,25.72,0.021,1.164,0.661
2012/7/25 2:00,37788.86278,25.596,0.03,1.164,0.689
2012/7/25 3:00,36716.07885,25.491,0.035,1.164,0.691
2012/7/25 4:00,36428.48822,25.329,0.038,1.164,0.707
2012/7/25 5:00,37318.84621,25.176,0.041,1.164,0.729
2012/7/25 6:00,38756.18234,25.113,0.044,1.165,0.745
2012/7/25 7:00,39747.52524,26.189,0.05,1.165,0.734
2012/7/25 8:00,42382.54858,27.299,0.057,1.164,0.692
2012/7/25 9:00,45828.27675,28.585,0.083,1.16,0.594
2012/7/25 10:00,49416.43611,29.646,0.12,1.157,0.532
2012/7/25 11:00,52742.19772,30.498,0.146,1.155,0.485
2012/7/25 12:00,55559.08447,31.126,0.171,1.152,0.474
2012/7/25 13:00,57812.71306,31.481,0.163,1.15,0.479
2012/7/25 14:00,59553.75438,31.615,0.141,1.149,0.476
2012/7/25 15:00,60751.01938,31.473,0.104,1.148,0.499
2012/7/25 16:00,61423.98738,31.152,0.067,1.148,0.57
2012/7/25 17:00,61231.66753,30.476,0.055,1.148,0.603
2012/7/25 18:00,59768.93188,29.622,0.043,1.15,0.564
2012/7/25 19:00,57371.35824,28.414,0.037,1.152,0.626
2012/7/25 20:00,55383.81671,27.353,0.036,1.154,0.671
2012/7/25 21:00,53731.80949,27.001,0.034,1.156,0.674
2012/7/25 22:00,50020.26698,26.696,0.031,1.158,0.737
2012/7/25 23:00,45825.39204,26.398,0.03,1.159,0.795
2012/7/26 0:00,42482.27638,26.145,0.031,1.16,0.781
2012/7/26 1:00,40042.43243,25.949,0.038,1.161,0.758
2012/7/26 2:00,38259.3225,25.775,0.042,1.161,0.738
2012/7/26 3:00,37070.10528,25.643,0.047,1.161,0.725
2012/7/26 4:00,36689.98219,25.613,0.054,1.161,0.717
2012/7/26 5:00,37582.00636,25.562,0.061,1.161,0.717
2012/7/26 6:00,39076.23653,25.604,0.064,1.161,0.731
2012/7/26 7:00,40074.5072,26.427,0.053,1.161,0.671
2012/7/26 8:00,42441.41442,27.543,0.055,1.16,0.564
2012/7/26 9:00,45521.40724,28.78,0.062,1.157,0.461
2012/7/26 10:00,48921.45567,29.948,0.088,1.154,0.447
2012/7/26 11:00,52200.32952,30.737,0.113,1.152,0.45
2012/7/26 12:00,55080.34998,31.305,0.111,1.15,0.466
2012/7/26 13:00,57878.12005,31.672,0.098,1.148,0.465
2012/7/26 14:00,60140.47619,31.838,0.078,1.147,0.525
2012/7/26 15:00,61666.76017,31.675,0.055,1.146,0.721
2012/7/26 16:00,62065.05764,31.342,0.039,1.146,0.702
2012/7/26 17:00,61128.07211,30.817,0.037,1.147,0.673
2012/7/26 18:00,58618.24248,29.887,0.036,1.148,0.647
2012/7/26 19:00,55871.15137,28.476,0.034,1.151,0.616
2012/7/26 20:00,54201.22375,27.238,0.031,1.154,0.59
2012/7/26 21:00,52413.19226,26.798,0.027,1.157,0.579
2012/7/26 22:00,48779.43895,26.413,0.021,1.159,0.655
2012/7/26 23:00,44859.50294,26.044,0.017,1.161,0.642
2012/7/27 0:00,41407.54997,25.67,0.015,1.162,0.573
2012/7/27 1:00,39045.62938,25.293,0.014,1.163,0.454
2012/7/27 2:00,37290.94062,24.935,0.013,1.164,0.449
2012/7/27 3:00,36236.84398,24.635,0.011,1.164,0.461
2012/7/27 4:00,35951.60707,24.385,0.012,1.165,0.483
2012/7/27 5:00,36821.68001,24.289,0.016,1.166,0.512
2012/7/27 6:00,38230.54524,24.329,0.024,1.166,0.625
2012/7/27 7:00,38970.27749,25.821,0.011,1.166,0.72
2012/7/27 8:00,41147.58599,27.251,0.011,1.165,0.717
2012/7/27 9:00,44367.87279,28.712,0.01,1.161,0.661
2012/7/27 10:00,48120.40755,29.931,0.008,1.158,0.6
2012/7/27 11:00,51513.27164,30.96,0.005,1.155,0.608
2012/7/27 12:00,54565.86753,31.779,0.003,1.153,0.639
2012/7/27 13:00,57433.02852,32.413,0.003,1.15,0.648
2012/7/27 14:00,59446.58594,32.816,0.002,1.148,0.669
2012/7/27 15:00,60704.64025,32.915,0.001,1.147,0.708
2012/7/27 16:00,61033.28047,32.644,0.001,1.146,0.746
2012/7/27 17:00,60321.34988,32.042,0,1.147,0.768
2012/7/27 18:00,58277.70894,30.949,0.001,1.148,0.772
2012/7/27 19:00,55423.87605,28.972,0.001,1.152,0.774
2012/7/27 20:00,53435.55679,27.184,0.001,1.155,0.768
2012/7/27 21:00,51649.12249,26.699,0,1.159,0.741
2012/7/27 22:00,48309.22244,26.255,0,1.162,0.685
2012/7/27 23:00,44896.29101,25.771,0,1.164,0.629
2012/7/28 0:00,41572.9635,25.319,0,1.166,0.59
2012/7/28 1:00,38973.51273,24.869,0,1.168,0.599
2012/7/28 2:00,36946.92443,24.454,0,1.169,0.625
2012/7/28 3:00,35563.21785,24.139,0,1.17,0.655
2012/7/28 4:00,34666.72236,23.982,0,1.171,0.707
2012/7/28 5:00,34497.78205,23.881,0,1.172,0.825
2012/7/28 6:00,34638.63288,23.925,0,1.173,0.904
2012/7/28 7:00,34970.36002,25.235,0.024,1.174,0.911
2012/7/28 8:00,38004.86469,26.473,0.041,1.172,0.86
2012/7/28 9:00,42250.57556,27.988,0.054,1.167,0.753
2012/7/28 10:00,46798.40152,29.192,0.038,1.164,0.645
2012/7/28 11:00,50791.51182,30.435,0.05,1.161,0.56
2012/7/28 12:00,54115.06063,31.641,0.055,1.157,0.497
2012/7/28 13:00,56774.75224,32.715,0.072,1.153,0.515
2012/7/28 14:00,58829.3608,33.465,0.105,1.15,0.528
2012/7/28 15:00,60189.12696,33.783,0.167,1.147,0.548
2012/7/28 16:00,60910.47516,33.61,0.18,1.146,0.555
2012/7/28 17:00,60750.94567,33.098,0.11,1.145,0.568
2012/7/28 18:00,59621.18519,32.63,0.101,1.146,0.566
2012/7/28 19:00,57392.84982,30.126,0.018,1.148,0.584
2012/7/28 20:00,55064.19669,27.355,0.007,1.152,0.606
2012/7/28 21:00,53057.31913,26.623,0.002,1.156,0.64
2012/7/28 22:00,49446.65357,26.172,0.001,1.16,0.715
2012/7/28 23:00,45759.17404,25.805,0.001,1.163,0.738
2012/7/29 0:00,42345.76522,25.47,0,1.165,0.75
2012/7/29 1:00,39524.64452,25.159,0,1.167,0.712
2012/7/29 2:00,37321.33519,24.862,0,1.168,0.743
2012/7/29 3:00,35635.99356,24.577,0,1.17,0.715
2012/7/29 4:00,34461.74223,24.364,0.001,1.172,0.629
2012/7/29 5:00,33903.04366,24.167,0.001,1.173,0.514
2012/7/29 6:00,33669.52366,24.054,0.005,1.174,0.441
2012/7/29 7:00,33753.58437,25.315,0.004,1.174,0.404
2012/7/29 8:00,36790.05915,27.132,0.007,1.169,0.388
2012/7/29 9:00,41180.55657,29.056,0.005,1.163,0.378
2012/7/29 10:00,45795.997,30.715,0.006,1.159,0.38
2012/7/29 11:00,50057.8649,32.131,0.011,1.154,0.385
2012/7/29 12:00,53534.45769,33.155,0.013,1.151,0.454
2012/7/29 13:00,56153.70269,33.695,0.017,1.148,0.521
2012/7/29 14:00,58127.92008,33.78,0.019,1.146,0.623
2012/7/29 15:00,59639.86534,33.585,0.02,1.145,0.721
2012/7/29 16:00,60656.72573,33.141,0.015,1.145,0.765
2012/7/29 17:00,60970.621,32.417,0.008,1.146,0.716
2012/7/29 18:00,60094.43748,31.164,0.005,1.148,0.5
2012/7/29 19:00,58092.88962,29.26,0.003,1.151,0.306
2012/7/29 20:00,55996.47746,27.424,0.001,1.155,0.215
2012/7/29 21:00,54064.26469,26.748,0,1.158,0.175
2012/7/29 22:00,50217.56881,26.178,0,1.161,0.141
2012/7/29 23:00,46157.2419,25.672,0,1.163,0.142
2012/7/30 0:00,42470.18541,25.225,0,1.165,0.164
2012/7/30 1:00,39839.4693,24.834,0,1.166,0.199
2012/7/30 2:00,37989.50762,24.485,0,1.167,0.177
2012/7/30 3:00,36876.98629,24.162,0,1.168,0.119
2012/7/30 4:00,36508.11281,23.871,0,1.169,0.058
2012/7/30 5:00,37146.06608,23.646,0,1.17,0.034
2012/7/30 6:00,38451.90751,23.521,0,1.171,0.027
2012/7/30 7:00,39280.03329,25.364,0,1.172,0.023
2012/7/30 8:00,42340.40448,27.481,0,1.167,0.02
2012/7/30 9:00,46298.81781,29.428,0,1.161,0.018
2012/7/30 10:00,50725.23221,30.88,0,1.158,0.016
2012/7/30 11:00,54780.62256,32.202,0,1.154,0.015
2012/7/30 12:00,58144.64297,33.299,0,1.15,0.016
2012/7/30 13:00,61052.39386,34.058,0,1.147,0.022
2012/7/30 14:00,63255.28635,34.455,0,1.144,0.032
2012/7/30 15:00,64490.25522,34.483,0,1.142,0.044
2012/7/30 16:00,64839.68781,34.171,0,1.141,0.055
2012/7/30 17:00,64574.11453,33.5,0,1.141,0.143
2012/7/30 18:00,63362.84042,32.227,0,1.143,0.534
2012/7/30 19:00,61018.93071,29.795,0,1.147,0.79
2012/7/30 20:00,58796.82832,27.843,0,1.152,0.797
2012/7/30 21:00,56506.66752,27.377,0,1.157,0.834
2012/7/30 22:00,52058.90987,26.919,0,1.161,0.871
2012/7/30 23:00,47488.07716,26.464,0,1.163,0.884
2012/7/31 0:00,43832.63277,26.09,0,1.165,0.902
2012/7/31 1:00,40900.25195,25.777,0,1.165,0.911
2012/7/31 2:00,38900.77359,25.421,0,1.166,0.916
2012/7/31 3:00,37464.86324,24.993,0,1.166,0.915
2012/7/31 4:00,36976.47547,24.584,0,1.167,0.905
2012/7/31 5:00,37755.1353,24.248,0,1.168,0.91
2012/7/31 6:00,39142.1932,24.035,0,1.169,0.916
2012/7/31 7:00,40013.12714,25.84,0,1.169,0.902
2012/7/31 8:00,42598.80975,28.037,0,1.164,0.905
2012/7/31 9:00,46434.09192,29.851,0,1.159,0.933
2012/7/31 10:00,50483.2643,31.269,0,1.155,0.939
2012/7/31 11:00,54447.98626,32.578,0,1.152,0.937
2012/7/31 12:00,58073.77916,33.709,0,1.148,0.737
2012/7/31 13:00,61432.36592,34.571,0,1.144,0.356
2012/7/31 14:00,63924.88902,35.134,0,1.141,0.117
2012/7/31 15:00,65285.61624,35.338,0,1.138,0.164
2012/7/31 16:00,65817.51426,35.112,0,1.137,0.244
2012/7/31 17:00,65629.11572,34.497,0,1.137,0.322
2012/7/31 18:00,64421.71465,33.267,0,1.139,0.337
2012/7/31 19:00,61998.33978,30.746,0,1.143,0.388
2012/7/31 20:00,59821.15838,28.555,0,1.149,0.455
2012/7/31 21:00,57557.90755,27.889,0,1.155,0.597
2012/7/31 22:00,53125.08212,27.186,0,1.159,0.712
2012/7/31 23:00,48778.25382,26.538,0,1.162,0.797
2012/8/1 0:00,44778.63344,25.975,0,1.164,0.849
2012/8/1 1:00,41891.44875,25.532,0,1.165,0.841
2012/8/1 2:00,39817.20749,25.129,0,1.166,0.821
2012/8/1 3:00,38386.25081,24.759,0,1.167,0.769
2012/8/1 4:00,37763.93908,24.392,0,1.168,0.67
2012/8/1 5:00,38451.94469,24.114,0,1.169,0.55
2012/8/1 6:00,39839.70423,23.916,0,1.169,0.546
2012/8/1 7:00,40536.7638,25.606,0,1.17,0.656
2012/8/1 8:00,43154.7618,27.785,0,1.165,0.765
2012/8/1 9:00,46790.65798,29.591,0,1.16,0.707
2012/8/1 10:00,50901.40985,31.091,0,1.156,0.538
2012/8/1 11:00,54754.68342,32.492,0,1.152,0.488
2012/8/1 12:00,58285.68071,33.736,0,1.148,0.533
2012/8/1 13:00,61641.41556,34.708,0,1.144,0.562
2012/8/1 14:00,64253.71947,35.331,0,1.141,0.568
2012/8/1 15:00,65847.74393,35.509,0,1.138,0.561
2012/8/1 16:00,66522.98124,35.25,0,1.137,0.512
2012/8/1 17:00,66203.43831,34.471,0,1.137,0.43
2012/8/1 18:00,64887.9551,32.948,0,1.139,0.308
2012/8/1 19:00,62369.9428,30.439,0,1.144,0.16
2012/8/1 20:00,60205.05809,28.408,0,1.15,0.097
2012/8/1 21:00,57781.71039,27.637,0,1.155,0.078
2012/8/1 22:00,53340.06493,26.885,0,1.158,0.066
2012/8/1 23:00,48869.76474,26.284,0,1.161,0.06
2012/8/2 0:00,44877.03223,25.802,0,1.162,0.144
2012/8/2 1:00,42035.50318,25.389,0,1.163,0.562
2012/8/2 2:00,39873.7246,25.037,0,1.164,0.868
2012/8/2 3:00,38465.79873,24.734,0,1.165,0.91
2012/8/2 4:00,37944.22724,24.512,0,1.165,0.828
2012/8/2 5:00,38729.74785,24.346,0,1.165,0.596
2012/8/2 6:00,40219.60923,24.271,0,1.166,0.428
2012/8/2 7:00,40873.28269,26.014,0,1.165,0.298
2012/8/2 8:00,43238.59875,28.172,0,1.16,0.168
2012/8/2 9:00,46620.87084,29.954,0,1.156,0.083
2012/8/2 10:00,50535.4406,31.519,0,1.152,0.044
2012/8/2 11:00,54386.52998,32.968,0,1.148,0.038
2012/8/2 12:00,57949.34798,34.144,0,1.144,0.046
2012/8/2 13:00,61277.43038,34.953,0,1.141,0.068
2012/8/2 14:00,63850.78921,35.344,0,1.138,0.1
2012/8/2 15:00,65310.18326,35.274,0,1.137,0.143
2012/8/2 16:00,65812.8182,34.813,0,1.136,0.18
2012/8/2 17:00,65411.88771,33.919,0,1.137,0.176
2012/8/2 18:00,63832.23198,32.436,0,1.14,0.155
2012/8/2 19:00,61232.22476,30.237,0,1.144,0.112
2012/8/2 20:00,59010.58809,28.297,0,1.149,0.069
2012/8/2 21:00,56748.38854,27.489,0,1.154,0.06
2012/8/2 22:00,52634.37068,26.79,0,1.157,0.108
2012/8/2 23:00,48551.8572,26.265,0,1.158,0.186
2012/8/3 0:00,44622.45116,25.854,0,1.159,0.254
2012/8/3 1:00,41809.74959,25.542,0,1.16,0.236
2012/8/3 2:00,39690.25107,25.301,0,1.161,0.185
2012/8/3 3:00,38346.10124,25.114,0,1.161,0.15
2012/8/3 4:00,37731.6829,24.929,0,1.161,0.093
2012/8/3 5:00,38295.52862,24.782,0,1.162,0.077
2012/8/3 6:00,39580.91039,24.71,0,1.163,0.192
2012/8/3 7:00,40201.58566,26.475,0,1.162,0.283
2012/8/3 8:00,42776.57115,28.669,0,1.158,0.344
2012/8/3 9:00,46372.76643,30.499,0,1.154,0.326
2012/8/3 10:00,50317.00795,32.004,0,1.15,0.264
2012/8/3 11:00,54111.19019,33.351,0,1.147,0.163
2012/8/3 12:00,57452.95199,34.468,0,1.143,0.042
2012/8/3 13:00,60631.31619,35.259,0,1.14,0.009
2012/8/3 14:00,62948.04419,35.65,0,1.138,0.008
2012/8/3 15:00,64501.94814,35.613,0,1.136,0.007
2012/8/3 16:00,65026.54508,35.138,0,1.136,0.007
2012/8/3 17:00,64354.70744,34.234,0,1.138,0.007
2012/8/3 18:00,62372.20674,32.713,0,1.14,0.009
2012/8/3 19:00,59579.81855,30.344,0.001,1.145,0.017
2012/8/3 20:00,57420.55255,28.191,0,1.15,0.118
2012/8/3 21:00,55335.83242,27.438,0,1.155,0.3
2012/8/3 22:00,51907.96826,26.799,0,1.157,0.57
2012/8/3 23:00,48226.67292,26.344,0,1.159,0.676
2012/8/4 0:00,44763.11495,26.009,0,1.16,0.842
2012/8/4 1:00,42200.16764,25.747,0,1.161,0.885
2012/8/4 2:00,40055.88369,25.536,0,1.161,0.834
2012/8/4 3:00,38448.45256,25.391,0.001,1.162,0.728
2012/8/4 4:00,37370.36834,25.282,0.003,1.162,0.667
2012/8/4 5:00,37040.82937,25.208,0.004,1.162,0.672
2012/8/4 6:00,37101.42833,25.254,0.006,1.163,0.71
2012/8/4 7:00,37196.56282,26.559,0.007,1.163,0.731
2012/8/4 8:00,40100.63476,28.261,0.007,1.161,0.697
2012/8/4 9:00,44079.14603,29.93,0.007,1.157,0.728
2012/8/4 10:00,48039.08691,31.113,0.008,1.154,0.756
2012/8/4 11:00,51582.15657,32.012,0.008,1.152,0.748
2012/8/4 12:00,54516.9015,32.741,0.01,1.149,0.736
2012/8/4 13:00,56902.70225,33.281,0.009,1.147,0.676
2012/8/4 14:00,58757.72854,33.608,0.009,1.145,0.606
2012/8/4 15:00,60040.64121,33.646,0.009,1.144,0.528
2012/8/4 16:00,60750.35396,33.343,0.009,1.144,0.465
2012/8/4 17:00,60680.32009,32.815,0.008,1.144,0.496
2012/8/4 18:00,59386.14816,31.691,0.006,1.146,0.538
2012/8/4 19:00,57087.46909,29.832,0.004,1.149,0.603
2012/8/4 20:00,55180.7459,28.203,0.002,1.153,0.754
2012/8/4 21:00,53385.16217,27.672,0.002,1.157,0.817
2012/8/4 22:00,50024.31981,27.162,0.002,1.159,0.839
2012/8/4 23:00,46480.44877,26.763,0.003,1.161,0.839
2012/8/5 0:00,43177.32447,26.442,0.004,1.161,0.837
2012/8/5 1:00,40605.36171,26.189,0.005,1.162,0.827
2012/8/5 2:00,38678.36834,25.981,0.006,1.162,0.814
2012/8/5 3:00,37139.74518,25.83,0.007,1.163,0.823
2012/8/5 4:00,36075.08135,25.76,0.009,1.164,0.83
2012/8/5 5:00,35566.20105,25.904,0.013,1.164,0.843
2012/8/5 6:00,35284.65672,25.999,0.015,1.166,0.875
2012/8/5 7:00,35248.64279,26.421,0.568,1.167,0.86
2012/8/5 8:00,38022.50724,27.211,0.633,1.167,0.843
2012/8/5 9:00,41963.20845,28.361,0.743,1.164,0.784
2012/8/5 10:00,45904.79934,29.431,1.027,1.162,0.719
2012/8/5 11:00,49581.8915,30.231,1.114,1.161,0.65
2012/8/5 12:00,52271.32331,31.011,1.104,1.159,0.574
2012/8/5 13:00,54029.16056,31.611,1.018,1.157,0.512
2012/8/5 14:00,55774.09566,31.964,0.845,1.155,0.418
2012/8/5 15:00,56859.18174,32.133,0.578,1.153,0.326
2012/8/5 16:00,56866.93547,31.945,0.368,1.152,0.31
2012/8/5 17:00,56333.27739,31.471,0.175,1.152,0.313
2012/8/5 18:00,55303.80828,30.604,0.099,1.153,0.253
2012/8/5 19:00,53505.95766,29.033,0.065,1.156,0.254
2012/8/5 20:00,52328.49181,27.228,0.039,1.159,0.272
2012/8/5 21:00,50927.96307,26.595,0.026,1.163,0.329
2012/8/5 22:00,47492.54709,26.133,0.025,1.165,0.401
2012/8/5 23:00,43759.87484,25.806,0.031,1.166,0.444
2012/8/6 0:00,40401.73718,25.537,0.035,1.167,0.481
2012/8/6 1:00,38070.12607,25.313,0.037,1.168,0.522
2012/8/6 2:00,36510.46895,25.134,0.039,1.169,0.629
2012/8/6 3:00,35659.02356,24.96,0.04,1.17,0.683
2012/8/6 4:00,35633.6438,24.747,0.049,1.171,0.69
2012/8/6 5:00,36691.30264,24.545,0.065,1.173,0.701
2012/8/6 6:00,38403.55697,24.4,0.09,1.174,0.702
2012/8/6 7:00,39291.45607,24.982,0.046,1.175,0.709
2012/8/6 8:00,41726.11047,25.787,0.054,1.174,0.699
2012/8/6 9:00,45280.12879,27.381,0.07,1.169,0.688
2012/8/6 10:00,49536.11204,28.883,0.097,1.164,0.698
2012/8/6 11:00,53447.0519,30.215,0.117,1.16,0.718
2012/8/6 12:00,56879.05555,31.251,0.135,1.156,0.738
2012/8/6 13:00,60025.35159,31.883,0.159,1.152,0.75
2012/8/6 14:00,62197.87108,32.188,0.144,1.15,0.759
2012/8/6 15:00,63800.4892,32.187,0.214,1.148,0.765
2012/8/6 16:00,64019.31545,31.958,0.239,1.148,0.77
2012/8/6 17:00,62999.32501,31.64,0.172,1.148,0.779
2012/8/6 18:00,61343.67125,30.663,0.146,1.148,0.759
2012/8/6 19:00,59135.27133,28.874,0.036,1.151,0.727
2012/8/6 20:00,57485.94727,27.472,0.019,1.153,0.739
2012/8/6 21:00,55240.50652,26.951,0.009,1.156,0.745
2012/8/6 22:00,51048.75301,26.525,0.006,1.158,0.754
2012/8/6 23:00,46802.4604,26.144,0.005,1.16,0.76
2012/8/7 0:00,43098.21005,25.803,0.006,1.162,0.741
2012/8/7 1:00,40477.14007,25.467,0.008,1.163,0.721
2012/8/7 2:00,38557.64093,25.172,0.011,1.165,0.738
2012/8/7 3:00,37279.70011,24.897,0.012,1.166,0.772
2012/8/7 4:00,36905.58396,24.643,0.013,1.167,0.775
2012/8/7 5:00,37741.24126,24.426,0.012,1.168,0.761
2012/8/7 6:00,39325.30582,24.251,0.015,1.17,0.792
2012/8/7 7:00,40136.52187,25.19,0.004,1.171,0.813
2012/8/7 8:00,42683.05434,26.623,0.005,1.168,0.789
2012/8/7 9:00,46509.36629,29.127,0.005,1.159,0.763
2012/8/7 10:00,51247.16524,31.027,0.006,1.154,0.666
2012/8/7 11:00,55693.60854,32.439,0.009,1.15,0.581
2012/8/7 12:00,59317.1099,33.41,0.011,1.146,0.573
2012/8/7 13:00,62302.27112,34.024,0.007,1.143,0.587
2012/8/7 14:00,64013.23121,34.252,0.009,1.141,0.64
2012/8/7 15:00,64319.57545,34.172,0.008,1.14,0.67
2012/8/7 16:00,63990.58025,33.788,0.007,1.14,0.686
2012/8/7 17:00,62719.25283,32.942,0.005,1.141,0.689
2012/8/7 18:00,61169.08987,31.68,0.003,1.143,0.727
2012/8/7 19:00,58711.46482,29.774,0.002,1.147,0.718
2012/8/7 20:00,56950.76049,28.213,0.001,1.151,0.66
2012/8/7 21:00,54856.60853,27.591,0,1.154,0.592
2012/8/7 22:00,50662.50585,27.094,0,1.156,0.53
2012/8/7 23:00,46419.99349,26.612,0,1.158,0.484
2012/8/8 0:00,42799.00628,26.173,0.001,1.159,0.433
2012/8/8 1:00,40270.09963,25.771,0.002,1.161,0.371
2012/8/8 2:00,38433.69973,25.41,0.003,1.162,0.325
2012/8/8 3:00,37155.04306,25.136,0.002,1.163,0.319
2012/8/8 4:00,36754.70623,24.971,0.003,1.164,0.312
2012/8/8 5:00,37791.85023,24.913,0.004,1.165,0.305
2012/8/8 6:00,39433.09015,24.929,0.005,1.167,0.3
2012/8/8 7:00,40212.08389,25.819,0.02,1.168,0.294
2012/8/8 8:00,42426.18843,27.805,0.048,1.164,0.287
2012/8/8 9:00,45808.37826,29.935,0.062,1.158,0.276
2012/8/8 10:00,49224.18841,31.573,0.169,1.155,0.263
